"Código SIEX";"Especie";"Categoría";"Sexo";"Condición Edad (años)";"Parto";"Clasificación zootécnica";"Código CPE";"UGM";"Legislación"
"464";"Faisanes";"Granjas de multiplicación para caza";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"465";"Faisanes";"Granjas de producción para carne";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"466";"Faisanes";"Granjas de producción para huevos";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"467";"Faisanes";"Granjas de producción para huevos en jaula";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"468";"Faisanes";"Granjas de producción para huevos campera";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"469";"Faisanes";"Granjas de producción para huevos en suelo";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"470";"Faisanes";"Granjas de producción para huevos ecológica";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"471";"Faisanes";"Granjas de producción para caza para repoblación";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"472";"Faisanes";"Granjas de recría para carne (aves de cría)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"473";"Faisanes";"Granjas de recría para huevos (aves de cría)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"474";"Faisanes";"Granjas de cría para caza para repoblación (aves de cría)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"475";"Faisanes";"Incubadoras";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"476";"Faisanes";"Granjas de recría para carne (aves de explotación)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"477";"Faisanes";"Granjas cría caza repoblación (aves explotación)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"478";"Faisanes";"Granjas de recría para huevos (aves de explotación)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"479";"Faisanes";"Granjas de producción para carne en cría ecológica";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"480";"Faisanes";"Granjas de producción para carne campero criado en total libertad";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"481";"Faisanes";"Granjas de producción para carne campero tradicional";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"482";"Faisanes";"Granjas de producción para carne campero";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"483";"Faisanes";"Granjas de producción para carne extensivo en interior";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"484";"Faisanes";"Granjas de producción para carne gallinero en interior";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"485";"Faisanes";"Granjas de producción para otros fines";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"486";"Perdices";"Total de animales";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"487";"Perdices";"Granjas de selección para carne";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"488";"Perdices";"Granjas de selección para huevos";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"489";"Perdices";"Granjas de selección para caza para repoblación";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"490";"Perdices";"Granjas de multiplicación para carne";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"491";"Perdices";"Granjas de multiplicación para huevos";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"492";"Perdices";"Granjas de multiplicación para caza";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"493";"Perdices";"Granjas de producción para carne";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"494";"Perdices";"Granjas de producción para huevos";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"495";"Perdices";"Granjas de producción para huevos en jaula";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"496";"Perdices";"Granjas de producción para huevos campera";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"497";"Perdices";"Granjas de producción para huevos en suelo";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"498";"Perdices";"Granjas de producción para huevos ecológica";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"499";"Perdices";"Granjas de producción para caza para repoblación";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"500";"Perdices";"Granjas de recría para carne (aves de cría)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"501";"Perdices";"Granjas de recría para huevos (aves de cría)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"502";"Perdices";"Granjas de cría para caza para repoblación (aves de cría)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"503";"Perdices";"Incubadoras";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"504";"Perdices";"Granjas de recría para carne (aves de explotación)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"505";"Perdices";"Granjas cría caza repoblación (aves explotación)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"506";"Perdices";"Granjas de recría para huevos (aves de explotación)";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"507";"Perdices";"Granjas de producción para carne en cría ecológica";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"508";"Perdices";"Granjas de producción para carne campero criado en total libertad";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"509";"Perdices";"Granjas de producción para carne campero tradicional";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"510";"Perdices";"Granjas de producción para carne campero";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"511";"Perdices";"Granjas de producción para carne extensivo en interior";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"512";"Perdices";"Granjas de producción para carne gallinero en interior";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"513";"Perdices";"Granjas de producción para otros fines";;;"NO";;"SOC_CLVS023";"0.001";"ANEXO I - Reglamento (UE) 2018/1091"
"514";"Ciervos";"Sin categoría";;;"NO";;;"0.05";"Navarra Anexo I - Real Decreto Foral 31/2019"
"515";"Caracoles";"Sin categoría";;;"NO";;;"0";
"516";"Abejorros (Bombus terrestris)";"Estante";;;"NO";;;"0.1";"Navarra Anexo I - Real Decreto Foral 31/2019"
"517";"Abejorros (Bombus terrestris)";"Trashumante";;;"NO";;;"0.1";"Navarra Anexo I - Real Decreto Foral 31/2019"
"518";"Abejorros (Bombus terrestris)";"Número total de colmenas";;;"NO";;;"0.1";"Navarra Anexo I - Real Decreto Foral 31/2019"
"642";"Bovinos";"Total de animales";"Hembra";"Mayor o igual de dos años";"NO";;"SOC_CLVS007";"0.8";"ANEXO V - RD 1048/2022, ANEXO I - Reglamento (UE) 2018/1091"
"643";"Bovinos";"Total de animales";"Hembra";"Entre un año y menos de dos años";"SI";"Reproducción para producción de leche";"SOC_CLVS009";"0.7";"ANEXO V - RD 1048/2022, ANEXO I - Reglamento (UE) 2018/1091"
"644";"Bovinos";"Total de animales";"Hembra";"Entre un año y menos de dos años";"SI";;"SOC_CLVS010";"0.7";"ANEXO V - RD 1048/2022, ANEXO I - Reglamento (UE) 2018/1091"
