"Código aprovechamiento SIEX";"Aprovechamiento SIEX";"Descripción";"Código CPE";"Categoría del CPE"
"1";"Subproductos Pastables";"Superficie destinada a la alimentación del ganado mediante consumo directo en el campo de cultivo (Rastrojo de cereal, hortofrutícolas, barbechos)";"SOC_CLND052";"Pastos pobres"
