"Código CPE";"Categoría del CPE";"Comunidad Autónoma";"CPE";"Unidades de medida"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de Galicia";"4432.06";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad de Madrid";"1596.42";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Región de Murcia";"2911.15";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Foral de Navarra";"3867.18";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma del País Vasco";"2614.09";"€/ha"
"SOC_CLND055";"Frutas, bayas y frutos de cáscara (excepto cítricos, uvas y fresas)";"Comunidad Autónoma de La Rioja";"3487.34";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Andalucía";"8980.05";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Aragón";"11631.24";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Principado de Asturias";"1403.96";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Illes Balears";"6307.32";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Canarias";"7974.75";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Cantabria";"8257.87";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Castilla y León";"9133.47";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Castilla-La Mancha";"4584.38";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Cataluña";"11119.07";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Valenciana";"12807.24";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Extremadura";"10687.9";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de Galicia";"3370.64";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad de Madrid";"7486.17";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Región de Murcia";"16149.88";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Foral de Navarra";"9008.66";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma del País Vasco";"1779.9";"€/ha"
"SOC_CLND056";"Frutas de pepita";"Comunidad Autónoma de La Rioja";"11646.26";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Andalucía";"9832.68";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Aragón";"9366.18";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Principado de Asturias";"1409.31";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Illes Balears";"2246.85";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Canarias";"10111.29";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Cantabria";"8258.06";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Castilla y León";"6682.95";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Castilla-La Mancha";"9268.68";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Cataluña";"10796.29";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Valenciana";"6799.92";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Extremadura";"6684.68";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de Galicia";"3441.11";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad de Madrid";"3811.84";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Región de Murcia";"12506.33";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Foral de Navarra";"9410.08";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma del País Vasco";"1813.33";"€/ha"
"SOC_CLND056_057";"Frutales de zonas templadas";"Comunidad Autónoma de La Rioja";"11018.3";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Andalucía";"10194.72";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Aragón";"8859.2";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Principado de Asturias";"6288.75";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Illes Balears";"1095.51";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Canarias";"12774.3";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Cantabria";"8277.24";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Castilla y León";"2338.91";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Castilla-La Mancha";"9516.14";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Cataluña";"10408.73";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Valenciana";"5560.84";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Extremadura";"6581.01";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de Galicia";"3644.84";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad de Madrid";"3738.43";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Región de Murcia";"12263.96";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Foral de Navarra";"10148.62";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma del País Vasco";"3540.67";"€/ha"
"SOC_CLND057";"Frutas de hueso";"Comunidad Autónoma de La Rioja";"9354.77";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Andalucía";"6683.51";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Aragón";"9376.32";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Principado de Asturias";"7709.24";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Illes Balears";"383.97";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Canarias";"21760.89";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Cantabria";"7709.24";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Castilla y León";"12616.19";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Castilla-La Mancha";"6692.67";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Cataluña";"8738.77";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Valenciana";"10957.8";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Extremadura";"2289.72";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de Galicia";"3615.87";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad de Madrid";"2843.51";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Región de Murcia";"9082.67";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Foral de Navarra";"8339.94";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma del País Vasco";"7410.94";"€/ha"
"SOC_CLND058";"Frutas de zonas de clima subtropical y tropical";"Comunidad Autónoma de La Rioja";"9155.98";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Andalucía";"84533.99";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Aragón";"84628.2";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Principado de Asturias";"21159.54";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Illes Balears";"84628.2";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Canarias";"64091.68";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Cantabria";"32976.97";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Castilla y León";"42472.36";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Castilla-La Mancha";"129543.92";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Cataluña";"81261";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Valenciana";"84628.2";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Extremadura";"10485.05";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de Galicia";"14319.92";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad de Madrid";"97986.45";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Región de Murcia";"84628.2";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Foral de Navarra";"58539.62";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma del País Vasco";"64001.49";"€/ha"
"SOC_CLND059";"Bayas (excepto fresas)";"Comunidad Autónoma de La Rioja";"84628.2";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Andalucía";"721.03";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Aragón";"966.87";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Principado de Asturias";"852.15";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Illes Balears";"131.7";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Canarias";"841.06";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Cantabria";"852.15";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Castilla y León";"1351.59";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Castilla-La Mancha";"793.71";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Cataluña";"774.27";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Valenciana";"466.82";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Extremadura";"1734.43";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de Galicia";"4758.68";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad de Madrid";"1029.61";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Región de Murcia";"502.87";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Foral de Navarra";"1035.61";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma del País Vasco";"3455.09";"€/ha"
"SOC_CLND060";"Frutos de cáscara";"Comunidad Autónoma de La Rioja";"631.58";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Andalucía";"7606.56";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Aragón";"7040.79";"€/ha"
"SOC_CLND061";"Cítricos";"Principado de Asturias";"7040.79";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Illes Balears";"2952.69";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Canarias";"4266.26";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Cantabria";"3346.62";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Castilla y León";"7040.79";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Castilla-La Mancha";"7040.79";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Cataluña";"4535.93";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Valenciana";"6405.11";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Extremadura";"4864.95";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de Galicia";"8436.88";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad de Madrid";"7040.79";"€/ha"
"SOC_CLND061";"Cítricos";"Región de Murcia";"9453.41";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Foral de Navarra";"7040.79";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma del País Vasco";"799.76";"€/ha"
"SOC_CLND061";"Cítricos";"Comunidad Autónoma de La Rioja";"7040.79";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Andalucía";"2848.86";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Aragón";"2131.76";"€/ha"
"SOC_CLND062";"Uvas";"Principado de Asturias";"2256.85";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Illes Balears";"2324.38";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Canarias";"6962.29";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Cantabria";"2256.85";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Castilla y León";"2035.48";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Castilla-La Mancha";"2104.12";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Cataluña";"2898.44";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Valenciana";"2758.76";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Extremadura";"1352.78";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de Galicia";"6250.93";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad de Madrid";"1454.33";"€/ha"
"SOC_CLND062";"Uvas";"Región de Murcia";"6500.98";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Foral de Navarra";"2447.42";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma del País Vasco";"3744.06";"€/ha"
"SOC_CLND062";"Uvas";"Comunidad Autónoma de La Rioja";"2944.23";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Andalucía";"2792.63";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Aragón";"2063.23";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Principado de Asturias";"2256.85";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Illes Balears";"2256.85";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Canarias";"6853.11";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Cantabria";"2256.85";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Castilla y León";"2034.07";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Castilla-La Mancha";"2098.67";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Cataluña";"2894.55";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Valenciana";"1957.76";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Extremadura";"1334.85";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de Galicia";"6250.93";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad de Madrid";"1403.38";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Región de Murcia";"2002.14";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Foral de Navarra";"2447.42";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma del País Vasco";"3744.06";"€/ha"
"SOC_CLND063";"Uvas de vinificación";"Comunidad Autónoma de La Rioja";"2942.76";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Andalucía";"2895.84";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Aragón";"2347.72";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Principado de Asturias";"2915.66";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Illes Balears";"2915.66";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Canarias";"21460.21";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Cantabria";"2915.66";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Castilla y León";"2793.1";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Castilla-La Mancha";"2335.09";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Cataluña";"3126.66";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Valenciana";"2038.34";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Extremadura";"1277.55";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de Galicia";"14631.65";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad de Madrid";"1393.32";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Región de Murcia";"1912.92";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Foral de Navarra";"3474.68";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma del País Vasco";"6691.07";"€/ha"
"SOC_CLND064";"Uvas de vinificación para vinos con denominación de origen protegida (DOP)";"Comunidad Autónoma de La Rioja";"4927.67";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Andalucía";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Aragón";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Principado de Asturias";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Illes Balears";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Canarias";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Cantabria";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Castilla y León";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Castilla-La Mancha";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Cataluña";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Valenciana";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Extremadura";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de Galicia";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad de Madrid";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Región de Murcia";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Foral de Navarra";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma del País Vasco";"1853.62";"€/ha"
"SOC_CLND065";"Uvas de vinificación para vinos con indicación geográfica protegida (IGP)";"Comunidad Autónoma de La Rioja";"1853.62";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Andalucía";"2860.8";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Aragón";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Principado de Asturias";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Illes Balears";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Canarias";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Cantabria";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Castilla y León";"1612.35";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Castilla-La Mancha";"1993.23";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Cataluña";"2900.89";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Valenciana";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Extremadura";"1297.35";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de Galicia";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad de Madrid";"1347.49";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Región de Murcia";"2075";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Foral de Navarra";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma del País Vasco";"1924.65";"€/ha"
"SOC_CLND066";"Uvas de vinificación para otros vinos n.c.o.p. (sin DOP/IGP)";"Comunidad Autónoma de La Rioja";"1924.65";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Andalucía";"5124.89";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Aragón";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Principado de Asturias";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Illes Balears";"5286.84";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Canarias";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Cantabria";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Castilla y León";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Castilla-La Mancha";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Cataluña";"13534.81";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Valenciana";"11447.19";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Extremadura";"6449.05";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de Galicia";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad de Madrid";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Región de Murcia";"20901.64";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Foral de Navarra";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma del País Vasco";"14809.74";"€/ha"
"SOC_CLND067";"Uvas de mesa";"Comunidad Autónoma de La Rioja";"14809.74";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Andalucía";"1947";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Aragón";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Principado de Asturias";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Illes Balears";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Canarias";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Cantabria";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Castilla y León";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Castilla-La Mancha";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Cataluña";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Valenciana";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Extremadura";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de Galicia";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad de Madrid";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Región de Murcia";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Foral de Navarra";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma del País Vasco";"2155.92";"€/ha"
"SOC_CLND068";"Uvas para pasas";"Comunidad Autónoma de La Rioja";"2155.92";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Andalucía";"999.61";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Aragón";"1378.32";"€/ha"
"SOC_CLND069";"Aceitunas";"Principado de Asturias";"1466.97";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Illes Balears";"493.21";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Canarias";"1927.36";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Cantabria";"1499";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Castilla y León";"299.39";"€/ha"
"SOC_CLND069";"Aceitunas";"Comunidad Autónoma de Castilla-La Mancha";"411.76";"€/ha"
