"Código asociación";"NIF";"Razón social";"Detalle";"Autoridad competente";Fecha de alta;Fecha de modificación;Fecha de baja
"1";"G90312299";"ORGANIZACIÓN INTERPROFESIONAL ALGODÓN: ORGANIZACIÓN INTERPROFESIONAL AGROALIMENTARIA ANDALUZA ALGODÓN: ASOCIACIÓN INTERPROFESIONAL ALGODÓN";"Autorizadas algodón";"Andalucía";24/05/2023;;
