"Código SIEX";"Código asociación (NIF)";"Razón social";"Provincia";"Comunidad Autónoma";Fecha de alta;Fecha de modificación;Fecha de baja
"1586";"F29013950";"SCA AGRÍCOLA SAN ISIDRO";"Málaga";"ANDALUCÍA";26/12/2023;;
"1587";"F29014073";"SCA AGRÍCOLA ALMAZARA DE RONDA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1588";"F29016417";"SCA AGRÍCOLA SANTA CATALINA MÁRTIR";"Málaga";"ANDALUCÍA";26/12/2023;;
"1589";"F29018496";"SCA AGRÍCOLA COAMAR";"Málaga";"ANDALUCÍA";26/12/2023;;
"1590";"F29029659";"SCA NTRA. SRA. DE MONSALUD";"Málaga";"ANDALUCÍA";26/12/2023;;
"1591";"F29035151";"SCA SANTO CRISTO DE LA BANDA VERDE";"Málaga";"ANDALUCÍA";26/12/2023;;
"1592";"F29036787";"SAT AGUACATES ROYAL Nº 1.771";"Málaga";"ANDALUCÍA";26/12/2023;;
"1593";"F29038908";"SCA AGRÍCOLA VIRGEN DE LA OLIVA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1594";"F29040623";"SCA ALMENDRERA DEL SUR";"Málaga";"ANDALUCÍA";26/12/2023;;
"1595";"F29041589";"SCA OLIVARERA DEL CAMPO SANTA RITA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1596";"F29044575";"SCA NTRA. SRA. DE LAS NIEVES";"Málaga";"ANDALUCÍA";26/12/2023;;
"1597";"F29062171";"SCA LA SERRANA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1598";"F29071115";"SAT AVICULTORES MALAGUEÑOS ASOCIADOS Nº 955 (AMA)";"Málaga";"ANDALUCÍA";26/12/2023;;
"1599";"F29072816";"SCA UCOPAXA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1600";"F29084977";"SCA CEREALISTA DE ACINIPO";"Málaga";"ANDALUCÍA";26/12/2023;;
"1601";"F29088812";"SCA AGASUR";"Málaga";"ANDALUCÍA";26/12/2023;;
"1602";"F29095288";"SCA HORTICULTORES EL TORCAL";"Málaga";"ANDALUCÍA";26/12/2023;;
"1603";"F29114444";"SCA SAN ISIDRO DE  SAYALONGA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1604";"F29153152";"SCA AGRUPACIÓN DE GANADEROS DE LOS MONTES DE MÁLAGA (AGAMMA)";"Málaga";"ANDALUCÍA";26/12/2023;;
"1605";"F29193182";"SCA PRODUCTORES DE CASTAÑAS DE LA SERRANÍA DE RONDA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1606";"F29199650";"SCA VEGA DE ARCHIDONA (ARVEGA)";"Málaga";"ANDALUCÍA";26/12/2023;;
"1607";"F29211315";"SCA SAN ISIDRO";"Málaga";"ANDALUCÍA";26/12/2023;;
"1608";"F29213642";"SCA LOS LLANOS";"Málaga";"ANDALUCÍA";26/12/2023;;
"1609";"F29222221";"SCA PRODUCTORES DEL CAMPO, PROCAMPO";"Málaga";"ANDALUCÍA";26/12/2023;;
"1610";"F29232105";"SCA CASTAÑAS DE GENALGUACIL";"Málaga";"ANDALUCÍA";26/12/2023;;
"1611";"F29235769";"SCA FRUTOS SUBTROPICALES MICOMA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1612";"F29249018";"SCA DCOOP";"Málaga";"ANDALUCÍA";26/12/2023;;
"1613";"F29350469";"SCA AGRARIA DEL TURÓN";"Málaga";"ANDALUCÍA";26/12/2023;;
"1614";"F29364999";"SAT CÍTRICOS DE MÁLAGA (CITRIMASAT) Nº 8.243";"Málaga";"ANDALUCÍA";26/12/2023;;
"1615";"F29481579";"SCA AGROPECUARIA DE NESCANIA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1616";"F29527868";"SCA SAN ANTONIO";"Málaga";"ANDALUCÍA";26/12/2023;;
"1617";"F29626272";"SCA SURAGRO";"Málaga";"ANDALUCÍA";26/12/2023;;
"1618";"F29634805";"SCA LA PURÍSIMA CONCEPCIÓN DE ALAMEDA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1619";"F29675808";"SCA CASTAÑAS VALLE DEL GENAL";"Málaga";"ANDALUCÍA";26/12/2023;;
"1620";"F29854916";"SCA OLIVARERA MANZANILLA ALOREÑA";"Málaga";"ANDALUCÍA";26/12/2023;;
"1621";"F29865276";"SCA OLEOALGAIDAS";"Málaga";"ANDALUCÍA";26/12/2023;;
"1622";"F30003412";"NTRA SRA DEL ROSARIO DE BULLAS SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1623";"F30003420";"SAN ISIDRO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1624";"F30005193";"LA PURISIMA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1625";"F30007991";"VIRGEN DE LA ESPERANZA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1626";"F30012579";"SURESCO SCCOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1627";"F30017271";"SAN DIEGO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1628";"F30032858";"THADER SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1629";"F30034490";"PIENSOS LOMAS DE LA CRUZ SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1630";"F30036628";"GREGAL SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1631";"F30046411";"HORTAMIRA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1632";"F30051643";"EL LIMONAR DE SANTOMERA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1633";"F30056097";"FRANCISCO PALAO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1634";"F30063317";"INMACULADA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1635";"F30092985";"VEGA DE PLIEGO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1636";"F30099667";"CAMPOS DE JUMILLA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1637";"F30142202";"SACOJE SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1638";"F30148498";"FRUTAS IBAÑEZ SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1639";"F30153860";"AGRA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1640";"F30155519";"COTA 120 SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1641";"F30158984";"YEFRUT SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1642";"F30167035";"FRUTAS Y CITRICOS DE MULA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1643";"F30168934";"FRUTAS CARAVACA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1644";"F30200471";"COBUCO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1645";"F30200489";"AGROCHACON SCOOP ";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1646";"F30209498";"ALBARICOQUERO SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1647";"F30217004";"CANARAFLOR SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1648";"F30220776";"ALMENDRAS MURCIANAS, S.COOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1649";"F30237994";"ALMENDRAS DEL SURESTE SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1650";"F30332415";"COSECHEROS ALBARICOQUE MORATALLA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1651";"F30366942";"LA SULTANA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1652";"F30367239";"VEGA DE CIEZA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1653";"F30368559";"HOYAMAR SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1654";"F30372544";"COAGRAL SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1655";"F30408942";"FRUSEMUR SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1656";"F30440499";"AGRICOLA EL DISCO SCOOP ";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1657";"F30454623";"AGRICOLA JUMILLANA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1658";"F30474506";"FRUVEG SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1659";"F30509384";"COALOR SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1660";"F30529127";"FRUTHORALT SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1661";"F30572143";"CREMOFRUIT, S.C.2º";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1662";"F30581276";"EXPOAGUILAS SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1663";"F30597751";" LOS MARINES ";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1664";"F30711899";"LEVANTE SUR SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1665";"F30725865";"COAGACART SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1666";"F30798870";"FRUTAS ESPARZA SCOOP";"Murcia";"REGIÓN DE MURCIA";26/12/2023;;
"1667";"F31003772";"LA ESTRELLA DE CAMPOS S. COOP.";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1668";"F31014897";"S.C.Agrícola el Saso";"Navarra";"NAVARRA";26/12/2023;;
"1669";"F31016140";"Coop. Agrícola Caja Rural";"Navarra";"NAVARRA";26/12/2023;;
"1670";"F31018476";"Bod.  San Gregorio S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1671";"F31018617";"Agrícola Santo Cristo S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1672";"F31019060";"Coop. del Campo de Lodosa";"Navarra";"NAVARRA";26/12/2023;;
"1673";"F31019276";"S.Coop.Agrícola San Esteban";"Navarra";"NAVARRA";26/12/2023;;
"1674";"F31019573";"Coop. Agrícola de Berbinzana";"Navarra";"NAVARRA";26/12/2023;;
"1675";"F31019912";"S.Coop. Agrícola de Falces";"Navarra";"NAVARRA";26/12/2023;;
"1676";"F31019920";"S.Coop. Agricola San Fco. Javier";"Navarra";"NAVARRA";26/12/2023;;
"1677";"F31020399";"Valdevilloco S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1678";"F31020480";"Agrícola San Isidro labrador";"Navarra";"NAVARRA";26/12/2023;;
"1679";"F31020696";"S.Coop. San Isidro";"Navarra";"NAVARRA";26/12/2023;;
"1680";"F31020753";"Agrícola San Blasde Ribaforada S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1681";"F31020829";"Coop. Agrícola San Isidro";"Navarra";"NAVARRA";26/12/2023;;
"1682";"F31020860";"S.C.Agropecuaria la Sarda";"Navarra";"NAVARRA";26/12/2023;;
"1683";"F31021140";"S.C. del Campo San Isidro";"Navarra";"NAVARRA";26/12/2023;;
"1684";"F31021165";"Agricola de Cortes S.C.L.";"Navarra";"NAVARRA";26/12/2023;;
"1685";"F31021231";"Hermandad de Labradores S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1686";"F31021249";"Coop. Agricola el campo";"Navarra";"NAVARRA";26/12/2023;;
"1687";"F31021306";"Agrícola San Isidro de Villafranca S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1688";"F31021371";"Agrícola San Isidro en Carcastillo S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1689";"F31021454";"S.Coop. Santiago Apostol";"Navarra";"NAVARRA";26/12/2023;;
"1690";"F31021595";"Coop. Agropec.San Miguel de Aralar";"Navarra";"NAVARRA";26/12/2023;;
"1691";"F31021751";"Asociación de Labradores S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1692";"F31021793";"S.C. Agrícola la Esperanza";"Navarra";"NAVARRA";26/12/2023;;
"1693";"F31021835";"Bod. Coop.Ntra. Sra. del Rosario";"Navarra";"NAVARRA";26/12/2023;;
"1694";"F31021843";"Bod. Coop.Sto.Cristo del Amparo";"Navarra";"NAVARRA";26/12/2023;;
"1695";"F31021868";"Bod. San Sebastian S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1696";"F31021918";"Bod. Coop.S.Fco. Javier";"Navarra";"NAVARRA";26/12/2023;;
"1697";"F31022007";"Bod. Ntra. Sra. del Romero S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1698";"F31022015";"Bod. Cirbonera S.C.L.";"Navarra";"NAVARRA";26/12/2023;;
"1699";"F31022023";"Bod. Coop. San Cristobal";"Navarra";"NAVARRA";26/12/2023;;
"1700";"F31022072";"Bodega Coop. San Miguel ";"Navarra";"NAVARRA";26/12/2023;;
"1701";"F31022106";"Sdad. Coop. San Raimundo Abad";"Navarra";"NAVARRA";26/12/2023;;
"1702";"F31022171";"S.Coop. vinícola  San Fco. Javier";"Navarra";"NAVARRA";26/12/2023;;
"1703";"F31022205";"Bod. Coop. San Isidro";"Navarra";"NAVARRA";26/12/2023;;
"1704";"F31022213";"Bodega Coop. La Cruz";"Navarra";"NAVARRA";26/12/2023;;
"1705";"F31022304";"Bodegas Campos de Enanzo S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1706";"F31022338";"Bodega Cosecheros Reunidos S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1707";"F31022403";"Bodega San Fco. Javier de Sada de Sanguesa.";"Navarra";"NAVARRA";26/12/2023;;
"1708";"F31022429";"Bodega Coop. San Martín de Unx";"Navarra";"NAVARRA";26/12/2023;;
"1709";"F31022452";"Bodega san Adrian S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1710";"F31022494";"Bodega C.Sta.Mª Magdalena";"Navarra";"NAVARRA";26/12/2023;;
"1711";"F31022692";"Trujal Coop. Ntra. Sra. de la Barda";"Navarra";"NAVARRA";26/12/2023;;
"1712";"F31022932";"Agralco S.Coop.L.";"Navarra";"NAVARRA";26/12/2023;;
"1713";"F31023062";"Coop. Agrícola Sta. Bárbara";"Navarra";"NAVARRA";26/12/2023;;
"1714";"F31055882";"S.Coop.San Isidro Labrador";"Navarra";"NAVARRA";26/12/2023;;
"1715";"F31072382";"Baztandarra S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1716";"F31082001";"S. Coop. Yerri";"Navarra";"NAVARRA";26/12/2023;;
"1717";"F31084726";"S.C.L. Cerealista Litxarra";"Navarra";"NAVARRA";26/12/2023;;
"1718";"F31097280";"AN, S.COOP.";"Navarra";"NAVARRA";26/12/2023;;
"1719";"F31099278";"Agrícola San Isidro de Cadreita S.C.L.";"Navarra";"NAVARRA";26/12/2023;;
"1720";"F31099328";"Agrupación Hortícola de Carcar S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1721";"F31099336";"COSENA";"Navarra";"NAVARRA";26/12/2023;;
"1722";"F31101116";"S.Coop. Agricola San Isidro";"Navarra";"NAVARRA";26/12/2023;;
"1723";"F31128382";"S.C.L.Cerealista de Urroz";"Navarra";"NAVARRA";26/12/2023;;
"1724";"F31134760";"S.Coop. L.Cerealista el Arga";"Navarra";"NAVARRA";26/12/2023;;
"1725";"F31136294";"S.Coop.Cerealista Sierra de Leyre";"Navarra";"NAVARRA";26/12/2023;;
"1726";"F31145162";"Granero local de Pitillas S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1727";"F31159510";"Bortzak-Bat S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1728";"F31168404";"Riberega s.coop.";"Navarra";"NAVARRA";26/12/2023;;
"1729";"F31169717";"Cerealista Ezkibel S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1730";"F31175714";"S.Coop. L. Cerealista de Caseda";"Navarra";"NAVARRA";26/12/2023;;
"1731";"F31175755";"S.C.L. Cerealista Odron";"Navarra";"NAVARRA";26/12/2023;;
"1732";"F31178064";"S.C.L. Cerealista Valdorba";"Navarra";"NAVARRA";26/12/2023;;
"1733";"F31181787";"S.C.L. Cerealista Loquiz";"Navarra";"NAVARRA";26/12/2023;;
"1734";"F31208002";"Cooperativa de Ovino y Vacuno de Navarra, S. Coop";"Navarra";"NAVARRA";26/12/2023;;
"1735";"F31210701";"Coop. Agrícola San Isidro";"Navarra";"NAVARRA";26/12/2023;;
"1736";"F31219637";"S.Coop. Rizana";"Navarra";"NAVARRA";26/12/2023;;
"1737";"F31219645";"S.Coop. Urederra";"Navarra";"NAVARRA";26/12/2023;;
"1738";"F31259633";"S.C. Los Remedios";"Navarra";"NAVARRA";26/12/2023;;
"1739";"F31367014";"Figueras S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1740";"F31389372";"S.C.A. Orvalaiz";"Navarra";"NAVARRA";26/12/2023;;
"1741";"F31409196";"Trujal Mendía S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1742";"F31419823";"S.Coop. Nekeas";"Navarra";"NAVARRA";26/12/2023;;
"1743";"F31420698";"Bodegas Piedemonte S.C.";"Navarra";"NAVARRA";26/12/2023;;
"1744";"F31487606";"CUMA Uadesa S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1745";"F31499197";"CUMA Marucho S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1746";"F31499213";"CUMA Jaramica S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1747";"F31505464";"Ganaderos de Navarra S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1748";"F31541196";"Urlusa S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1749";"F31570815";"CUMA El Puente s.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1750";"F31599921";"CUMA Larraga S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1751";"F31614324";"CUMA G.A.M. S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1752";"F31624125";"Agrícola la Noria S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1753";"F31624141";"Agrícola Tamariz S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1754";"F31649858";"CUMA Peralta S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1755";"F31652035";"Bodegas Vega del Castillo";"Navarra";"NAVARRA";26/12/2023;;
"1756";"F31653058";"CUMA La Escalera S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1757";"F31663412";"CUMA Arrotar S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1758";"F31671142";"CUMA Lugorría S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1759";"F31673858";"Almazara del Ebro S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1760";"F31680580";"CUMA Ortxagal S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1761";"F31683964";"CUMA Gambarro S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1762";"F31694169";"CUMA Aldamara S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1763";"F31694177";"CUMA Sanguibel S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1764";"F31698327";"CUMA El Trillo S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1765";"F31724628";"CUMA Santa Ana S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1766";"F31728421";"CUMA Aurino S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1767";"F31748882";"CUMA Sta. Cruz S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1768";"F31754369";"CUMA Viñas Vanguardia S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1769";"F31754377";"CUMA San Miguel S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1770";"F31760432";"CUMA Rozair S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1771";"F31779051";"CUMA Olabar S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1772";"F31779085";"CUMA Agrup.Cidacos Aragon S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1773";"F31779119";"CUMA Aibar S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1774";"F31779135";"CUMA Valdetina S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1775";"F31779150";"CUMA Idoate S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1776";"F31789159";"CUMA El Carmen S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1777";"F31797004";"Traibuenas S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1778";"F31804255";"CUMA Loreto S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1779";"F31804263";"CUMA la Meta S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1780";"F31808173";"CUMA Taoliz s.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1781";"F31808199";"CUMA Zaldinaga S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1782";"F31812563";"CUMA Viñedos de Azagra S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1783";"F31813934";"CUMA Valdorba  S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1784";"F31816705";"CUMA Salomé S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1785";"F31819204";"CUMA Ntra.Sra. Virgen del Olmo S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1786";"F31819212";"CUMA Urraul Alto S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1787";"F31820889";"CUMA Bornax S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1788";"F31823180";"CUMA Uxue S.coop.";"Navarra";"NAVARRA";26/12/2023;;
"1789";"F31871064";"CUMA Arrondo S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1790";"F31871254";"S.A.T. Nº 685 NA Lacturale";"Navarra";"NAVARRA";26/12/2023;;
"1791";"F31874746";"CUMA Ribazcacho S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1792";"F31885767";"Centex Agrícola Ganadera S.Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1793";"F31914559";"CUMA Zubieta S. Coop.";"Navarra";"NAVARRA";26/12/2023;;
"1794";"F32001976";"COREN, S. COOP. GALEGA";"Ourense";"GALICIA";26/12/2023;;
"1795";"F32002081";"BODEGA COOPERATIVA VIRGEN DE LAS VIÑAS S. COOP. GALEGA";"Ourense";"GALICIA";26/12/2023;;
"1796";"F32002230";"VIÑA COSTEIRA, S. Coop. Galega";"Ourense";"GALICIA";26/12/2023;;
"1797";"F32002248";"B.C. JESÚS NAZARENO, S. COOP. GALEGA";"Ourense";"GALICIA";26/12/2023;;
"1798";"F32135451";"SCA AGRÍCOLA ALOMARTEÑA";"Granada";"ANDALUCÍA";26/12/2023;;
"1799";"F32214355";"POSTOIRO, S. COOP. GALEGA";"Ourense";"GALICIA";26/12/2023;;
"1800";"F32237505";"BIOCOOP, S. COOP. GALEGA";"Ourense";"GALICIA";26/12/2023;;
"1801";"F32337123";"CUME DO AVIA, S. COOP. GALEGA";"Ourense";"GALICIA";26/12/2023;;
"1802";"F33010547";"AGROVALDES SOC COOP ASTURIANA LIMITADA";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1803";"F33010711";"CORVERA SOCIEDAD COOPERATIVA ASTURIANA";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1804";"F33012915";"CENTRAL LECHERA ASTURIANA SAT 471";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1805";"F33013434";"LA ALLANDESA SOC. COOP. ASTURIANA";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1806";"F33018896";"SEARES S. COOP ASTUR";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1807";"F33054602";"QUESOS PEÑAMELLERA S COOP ASTUR";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1808";"F33064940";"BUSMAYOR S. COOP. ASTUR";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1809";"F33092370";"ASTURIANA DE CONTROL LECHERO S.Coop.Astur.";"Asturias";"PRINCIPADO DE ASTURIAS";26/12/2023;;
"1810";"F34002535";"S. COOP. AGRÍCOLA REGIONAL (CAR)";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1811";"F34002964";"S. COOP. NTRA. SRA. DE LA ANTIGUA";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1812";"F34003343";"S. COOP. AGRÍCOLA SANTA MARINA";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1813";"F34003772";"LA ESTRELLA DE CAMPOS S. COOP.";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1814";"F34003889";"AGROPAL S. COOP.";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1815";"F34005389";"S. COOP. DE PIENSOS TIERRA DE CAMPOS";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1816";"F34007419";"S. COOP. ALTO UCIEZA";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1817";"F34007732";"S. COOP. NTRA. SRA. DEL POPULO";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1818";"F34028720";"S. COOP. AGROTOBALINESA";"Burgos";"CASTILLA y LEÓN";26/12/2023;;
"1819";"F34033332";"S. COOP. SOCOTEM";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1820";"F34037812";"S. COOP. RIO VALDAVIA";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1821";"F34130781";"S. COOP. CORTECAM";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1822";"F34137141";"S. COOP. LACTO UNION";"Palencia";"CASTILLA y LEÓN";26/12/2023;;
"1823";"F36014835";"PORTA DO RÍO MIÑO, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1824";"F36030518";"COGAL, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1825";"F36031169";"VITICULTORES MARTÍN CÓDAX, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1826";"F36031821";"PROPORSI, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1827";"F36033132";"HORSAL, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1828";"F36045532";"ADEGA CONDES DE ALBAREI, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1829";"F36047058";"CAMPODEZA, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1830";"F36100782";"O RODO, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1831";"F36173599";"COAFOR, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1832";"F36191708";"HORTA DE GALICIA, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1833";"F36211019";"COBIDEZA, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1834";"F36277747";"CONDADO PARADANTA, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1835";"F36373587";"VIÑA ALMIRANTE S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1836";"F36430106";"BODEGAS EIDOSELA, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1837";"F36477354";"COOPERATIVA VITIVINÍCOLA AROUSANA S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1838";"F36493179";"VIÑA MORAIMA, S. COOP. GALEGA";"Pontevedra";"GALICIA";26/12/2023;;
"1839";"F37003969";"S. COOP. COPASA";"Salamanca";"CASTILLA y LEÓN";26/12/2023;;
