"ID_TIPO_IG";"Tipo_IIGG";"ID_IIGG";"IIGG nombre_oficial";"Num_exp_UE";"ID_Categoría";"Categoría";"ID_Clase";"Clase";"ID_Subclase";"Subclase";"INE_COD_CA";"INE_CA";"Ámbito Territorial";"ID_IG_CCAA";"IG_CCAA";"INE_COD_PROV";"INE_PROV";Fecha de alta;Fecha de modificación;Fecha de baja
"1";"DOP";"5";"Guijuelo";"PDO-ES-0077";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía, Castilla - La Mancha, Castilla y León, Extremadura";"20";"Supraautonómica";"41";"Sevilla";27/06/2023;;
"1";"DOP";"5";"Guijuelo";"PDO-ES-0077";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"07";"Comunidad Autónoma de Castilla-La Mancha";"Andalucía, Castilla - La Mancha, Castilla y León, Extremadura";"20";"Supraautonómica";"45";"Toledo";27/06/2023;;
"1";"DOP";"5";"Guijuelo";"PDO-ES-0077";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"08";"Comunidad Autónoma de Castilla y León";"Andalucía, Castilla - La Mancha, Castilla y León, Extremadura";"20";"Supraautonómica";"49";"Zamora";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"10";"Comunidad Autónoma de Extremadura";"Andalucía, Extremadura";"20";"Supraautonómica";"06";"Badajoz";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"10";"Comunidad Autónoma de Extremadura";"Andalucía, Extremadura";"20";"Supraautonómica";"10";"Cáceres";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía, Extremadura";"20";"Supraautonómica";"11";"Cádiz";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía, Extremadura";"20";"Supraautonómica";"14";"Córdoba";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía, Extremadura";"20";"Supraautonómica";"21";"Huelva";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía, Extremadura";"20";"Supraautonómica";"29";"Málaga";27/06/2023;;
"1";"DOP";"6";"Jabugo";"PDO-ES-0009";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía, Extremadura";"20";"Supraautonómica";"41";"Sevilla";27/06/2023;;
"1";"DOP";"8";"Idiazabal";"PDO-ES-0082";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"15";"Comunidad Autónoma del País Vasco";"Navarra, País Vasco";"20";"Supraautonómica";"01";"Álava";27/06/2023;;
"1";"DOP";"8";"Idiazabal";"PDO-ES-0082";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"15";"Comunidad Autónoma del País Vasco";"Navarra, País Vasco";"20";"Supraautonómica";"48";"Vizcaya";27/06/2023;;
"1";"DOP";"8";"Idiazabal";"PDO-ES-0082";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"15";"Comunidad Autónoma del País Vasco";"Navarra, País Vasco";"20";"Supraautonómica";"20";"Guipúzcoa";27/06/2023;;
"1";"DOP";"8";"Idiazabal";"PDO-ES-0082";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"14";"Comunidad Foral de Navarra";"Navarra, País Vasco";"20";"Supraautonómica";"31";"Navarra";27/06/2023;;
"1";"DOP";"9";"Antequera";"PDO-ES-0327";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"9";"Antequera";"PDO-ES-0327";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"29";"Málaga";27/06/2023;;
"1";"DOP";"10";"Baena";"PDO-ES-0069";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"11";"Estepa";"PDO-ES-0341";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"11";"Estepa";"PDO-ES-0341";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"41";"Sevilla";27/06/2023;;
"1";"DOP";"12";"Aceite de Lucena";"PDO-ES-0760";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"13";"Montes de Granada";"PDO-ES-0169";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"18";"Granada";27/06/2023;;
"1";"DOP";"14";"Montoro-Adamuz";"PDO-ES-0658";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"15";"Poniente de Granada";"PDO-ES-0273";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"18";"Granada";27/06/2023;;
"1";"DOP";"16";"Priego de Córdoba";"PDO-ES-0053";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"17";"Sierra de Cádiz";"PDO-ES-0219";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"11";"Cádiz";27/06/2023;;
"1";"DOP";"17";"Sierra de Cádiz";"PDO-ES-0219";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"41";"Sevilla";27/06/2023;;
"1";"DOP";"18";"Sierra de Cazorla";"PDO-ES-0137";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"23";"Jaén";27/06/2023;;
"1";"DOP";"19";"Sierra de Segura";"PDO-ES-0071";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"23";"Jaén";27/06/2023;;
"1";"DOP";"20";"Sierra Mágina";"PDO-ES-0054";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"23";"Jaén";27/06/2023;;
"1";"DOP";"23";"Chirimoya de la Costa tropical de Granada-Málaga";"PDO-ES-0244";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"18";"Granada";27/06/2023;;
"1";"DOP";"23";"Chirimoya de la Costa tropical de Granada-Málaga";"PDO-ES-0244";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"29";"Málaga";27/06/2023;;
"1";"DOP";"24";"Aceituna Aloreña de Málaga";"PDO-ES-0785";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"17";"1.6 Aceitunas";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"29";"Málaga";27/06/2023;;
"1";"DOP";"25";"Pasas de Málaga";"PDO-ES-0849";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"29";"Málaga";27/06/2023;;
"1";"DOP";"27";"Los Pedroches";"PDO-ES-0506";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
