"ID_TIPO_IG";"Tipo_IIGG";"ID_IIGG";"IIGG nombre_oficial";"Num_exp_UE";"ID_Categoría";"Categoría";"ID_Clase";"Clase";"ID_Subclase";"Subclase";"INE_COD_CA";"INE_CA";"Ámbito Territorial";"ID_IG_CCAA";"IG_CCAA";"INE_COD_PROV";"INE_PROV";Fecha de alta;Fecha de modificación;Fecha de baja
"1";"DOP";"34";"Miel de Granada";"PDO-ES-0243";"1";"Alimentarios";"4";"CLASE 1.4. OTROS PRODUCTOS DE ORIGEN ANIMAL";"10";"1.4 Miel";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"18";"Granada";27/06/2023;;
"1";"DOP";"39";"Vinagre del Condado de Huelva";"PDO-ES-0724";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"24";"1.8 Vinagres";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"21";"Huelva";27/06/2023;;
"1";"DOP";"40";"Vinagre de Jerez";"PDO-ES-0723";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"24";"1.8 Vinagres";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"11";"Cádiz";27/06/2023;;
"1";"DOP";"40";"Vinagre de Jerez";"PDO-ES-0723";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"24";"1.8 Vinagres";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"41";"Sevilla";27/06/2023;;
"1";"DOP";"41";"Vinagre de Montilla-Moriles";"PDO-ES-0726";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"24";"1.8 Vinagres";"01";"Comunidad Autónoma de Andalucía";"Andalucía";"1";"Andalucía";"14";"Córdoba";27/06/2023;;
"1";"DOP";"42";"Aceite del Bajo Aragón";"PDO-ES-0118";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"44";"Teruel";27/06/2023;;
"1";"DOP";"42";"Aceite del Bajo Aragón";"PDO-ES-0118";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"50";"Zaragoza";27/06/2023;;
"1";"DOP";"43";"Aceite Sierra del Moncayo";"PDO-ES-0797";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"50";"Zaragoza";27/06/2023;;
"1";"DOP";"45";"Melocotón de Calanda";"PDO-ES-0103";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"44";"Teruel";27/06/2023;;
"1";"DOP";"45";"Melocotón de Calanda";"PDO-ES-0103";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"50";"Zaragoza";27/06/2023;;
"1";"DOP";"46";"Cebolla Fuentes de Ebro";"PDO-ES-0817";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"14";"1.6 Hortalizas";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"50";"Zaragoza";27/06/2023;;
"1";"DOP";"47";"Jamón de Teruel / Paleta de Teruel";"PDO-ES-0078";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"6";"1.2 Jamones y paletas no ibéricas";"02";"Comunidad Autónoma de Aragón";"Aragón";"2";"Aragón";"44";"Teruel";27/06/2023;;
"1";"DOP";"51";"Afuega'l Pitu";"PDO-ES-0307";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"03";"Principado de Asturias";"Asturias";"3";"Principado de Asturias";"33";"Asturias";27/06/2023;;
"1";"DOP";"52";"Cabrales";"PDO-ES-0081";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"03";"Principado de Asturias";"Asturias";"3";"Principado de Asturias";"33";"Asturias";27/06/2023;;
"1";"DOP";"53";"Gamoneu / Gamonedo";"PDO-ES-0308";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"03";"Principado de Asturias";"Asturias";"3";"Principado de Asturias";"33";"Asturias";27/06/2023;;
"1";"DOP";"54";"Queso Casín";"PDO-ES-0718";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"03";"Principado de Asturias";"Asturias";"3";"Principado de Asturias";"33";"Asturias";27/06/2023;;
"1";"DOP";"55";"Sidra de Asturias / Sidra d'Asturies";"PDO-ES-0260";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"25";"1.8 Sidra";"03";"Principado de Asturias";"Asturias";"3";"Principado de Asturias";"33";"Asturias";27/06/2023;;
"1";"DOP";"56";"Aceite de Mallorca / Aceite mallorquín / Oli de Mallorca / Oli mallorquí";"PDO-ES-0263";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"04";"Comunidad Autónoma de Illes Balears";"Baleares";"4";"Baleares";"07";"Illes Balears";27/06/2023;;
"1";"DOP";"58";"Aceituna de Mallorca / Aceituna Mallorquina / Oliva de Mallorca / Oliva Mallorquina";"PDO-ES-1051";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"17";"1.6 Aceitunas";"04";"Comunidad Autónoma de Illes Balears";"Baleares";"4";"Baleares";"07";"Illes Balears";27/06/2023;;
"1";"DOP";"61";"Mahón-Menorca";"PDO-ES-9083";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"04";"Comunidad Autónoma de Illes Balears";"Baleares";"4";"Baleares";"07";"Illes Balears";27/06/2023;;
"1";"DOP";"68";"Manzana Reineta del Bierzo";"PDO-ES-0115";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"08";"Comunidad Autónoma de Castilla y León";"Castilla y León";"5";"Castilla y León";"24";"León";27/06/2023;;
"1";"DOP";"76";"Mantequilla de Soria";"PDO-ES-0326";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"12";"1.5 Mantequillas";"08";"Comunidad Autónoma de Castilla y León";"Castilla y León";"5";"Castilla y León";"42";"Soria";27/06/2023;;
"1";"DOP";"79";"Queso Zamorano";"PDO-ES-0089";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"08";"Comunidad Autónoma de Castilla y León";"Castilla y León";"5";"Castilla y León";"49";"Zamora";27/06/2023;;
"1";"DOP";"82";"Papas Antiguas de Canarias";"PDO-ES-0866";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"14";"1.6 Hortalizas";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"35";"Las Palmas";27/06/2023;;
"1";"DOP";"82";"Papas Antiguas de Canarias";"PDO-ES-0866";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"14";"1.6 Hortalizas";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"38";"Santa Cruz de Tenerife";27/06/2023;;
"1";"DOP";"84";"Miel de Tenerife";"PDO-ES-0943";"1";"Alimentarios";"4";"CLASE 1.4. OTROS PRODUCTOS DE ORIGEN ANIMAL";"10";"1.4 Miel";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"38";"Santa Cruz de Tenerife";27/06/2023;;
"1";"DOP";"85";"Cochinilla de Canarias";"PDO-ES-01302";"1";"Alimentarios";"10";"CLASE 2.12. COCHINILLA";"29";"2.12 Cochinilla";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"35";"Las Palmas";27/06/2023;;
"1";"DOP";"85";"Cochinilla de Canarias";"PDO-ES-01302";"1";"Alimentarios";"10";"CLASE 2.12. COCHINILLA";"29";"2.12 Cochinilla";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"38";"Santa Cruz de Tenerife";27/06/2023;;
"1";"DOP";"86";"Queso de Flor de Guía / Queso de Media Flor de Guía / Queso de Guía";"PDO-ES-0605";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"35";"Las Palmas";27/06/2023;;
"1";"DOP";"87";"Queso Majorero";"PDO-ES-0045";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"35";"Las Palmas";27/06/2023;;
"1";"DOP";"88";"Queso Palmero / Queso de la Palma";"PDO-ES-0172";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"05";"Comunidad Autónoma de Canarias";"Canarias";"7";"Canarias";"38";"Santa Cruz de Tenerife";27/06/2023;;
"1";"DOP";"90";"Miel de Liébana";"PDO-ES-01196";"1";"Alimentarios";"4";"CLASE 1.4. OTROS PRODUCTOS DE ORIGEN ANIMAL";"10";"1.4 Miel";"06";"Comunidad Autónoma de Cantabria";"Cantabria";"18";"Cantabria";"39";"Cantabria";27/06/2023;;
"1";"DOP";"92";"Picón Bejes-Tresviso";"PDO-ES-0084";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"06";"Comunidad Autónoma de Cantabria";"Cantabria";"18";"Cantabria";"39";"Cantabria";27/06/2023;;
"1";"DOP";"93";"Queso Nata de Cantabria";"PDO-ES-0085";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"06";"Comunidad Autónoma de Cantabria";"Cantabria";"18";"Cantabria";"39";"Cantabria";27/06/2023;;
"1";"DOP";"94";"Quesucos de Liébana";"PDO-ES-0090";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"06";"Comunidad Autónoma de Cantabria";"Cantabria";"18";"Cantabria";"39";"Cantabria";27/06/2023;;
"1";"DOP";"95";"Aceite de Terra Alta / Oli de Terra Alta";"PDO-ES-0245";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"43";"Tarragona";27/06/2023;;
"1";"DOP";"96";"Aceite del Baix Ebre-Montsià / Oli del Baix Ebre-Montsià";"PDO-ES-0274";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"43";"Tarragona";27/06/2023;;
"1";"DOP";"97";"Oli de l'Empordà / Aceite de L'Empordà";"PDO-ES-1161";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"17";"Girona";27/06/2023;;
"1";"DOP";"98";"Les Garrigues";"PDO-ES-0070";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"25";"Lleida";27/06/2023;;
"1";"DOP";"99";"Siurana";"PDO-ES-0072";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"43";"Tarragona";27/06/2023;;
"1";"DOP";"100";"Arroz del Delta del Ebro / Arròs del Delta de l'Ebre";"PDO-ES-0336";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"16";"1.6 Arroces";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"43";"Tarragona";27/06/2023;;
"1";"DOP";"107";"Avellana de Reus";"PDO-ES-0046";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"19";"1.6 Otros vegetales (frutos secos)";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"43";"Tarragona";27/06/2023;;
"1";"DOP";"108";"Pera de Lleida";"PDO-ES-0698";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"25";"Lleida";27/06/2023;;
"1";"DOP";"111";"Fesols de Santa Pau";"PDO-ES-1226";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"15";"1.6 Legumbres";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"17";"Girona";27/06/2023;;
"1";"DOP";"112";"Mongeta del Ganxet";"PDO-ES-0636";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"15";"1.6 Legumbres";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"08";"Barcelona";27/06/2023;;
"1";"DOP";"112";"Mongeta del Ganxet";"PDO-ES-0636";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"15";"1.6 Legumbres";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"17";"Girona";27/06/2023;;
"1";"DOP";"113";"Mantequilla de l'Alt Urgell y la Cerdanya / Mantega de l'Alt Urgell i la Cerdanya";"PDO-ES-0187";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"12";"1.5 Mantequillas";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"17";"Girona";27/06/2023;;
"1";"DOP";"113";"Mantequilla de l'Alt Urgell y la Cerdanya / Mantega de l'Alt Urgell i la Cerdanya";"PDO-ES-0187";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"12";"1.5 Mantequillas";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"25";"Lleida";27/06/2023;;
"1";"DOP";"116";"Queso de l'Alt Urgell y la Cerdanya";"PDO-ES-0094";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"17";"Girona";27/06/2023;;
"1";"DOP";"116";"Queso de l'Alt Urgell y la Cerdanya";"PDO-ES-0094";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"09";"Comunidad Autónoma de Cataluña";"Cataluña";"8";"Cataluña";"25";"Lleida";27/06/2023;;
"1";"DOP";"117";"Aceite Monterrubio";"PDO-ES-0198";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"06";"Badajoz";27/06/2023;;
"1";"DOP";"118";"Gata-Hurdes";"PDO-ES-0121";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"121";"Pimentón de la Vera";"PDO-ES-0321";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"22";"1.8 Especias";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"122";"Cereza del Jerte";"PDO-ES-0233";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"123";"Dehesa de Extremadura";"PDO-ES-0076";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"06";"Badajoz";27/06/2023;;
"1";"DOP";"123";"Dehesa de Extremadura";"PDO-ES-0076";"1";"Alimentarios";"2";"CLASE 1.2. PRODUCTOS CÁRNICOS";"4";"1.2 Jamones Ibéricos";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"124";"Miel Villuercas-Ibores";"PDO-ES-01268";"1";"Alimentarios";"4";"CLASE 1.4. OTROS PRODUCTOS DE ORIGEN ANIMAL";"10";"1.4 Miel";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"125";"Queso de La Serena";"PDO-ES-0086";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"06";"Badajoz";27/06/2023;;
"1";"DOP";"126";"Queso Ibores";"PDO-ES-0261";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"127";"Torta del Casar";"PDO-ES-0213";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"10";"Comunidad Autónoma de Extremadura";"Extremadura";"10";"Extremadura";"10";"Cáceres";27/06/2023;;
"1";"DOP";"134";"Pemento de Herbón";"PDO-ES-0509";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"14";"1.6 Hortalizas";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"15";"A Coruña";27/06/2023;;
"1";"DOP";"134";"Pemento de Herbón";"PDO-ES-0509";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"14";"1.6 Hortalizas";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"36";"Pontevedra";27/06/2023;;
"1";"DOP";"139";"Mejillón de Galicia / Mexillón de Galicia";"PDO-ES-0165";"1";"Alimentarios";"7";"CLASE 1.7. PESCADOS, MOLUSCOS, Y CRUSTÁCEOS FRESCOS Y PRODUCTOS DERIVADOS DE ELLOS";"21";"1.7 Moluscos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"15";"A Coruña";27/06/2023;;
"1";"DOP";"139";"Mejillón de Galicia / Mexillón de Galicia";"PDO-ES-0165";"1";"Alimentarios";"7";"CLASE 1.7. PESCADOS, MOLUSCOS, Y CRUSTÁCEOS FRESCOS Y PRODUCTOS DERIVADOS DE ELLOS";"21";"1.7 Moluscos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"36";"Pontevedra";27/06/2023;;
"1";"DOP";"144";"Arzùa-Ulloa";"PDO-ES-0497";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"15";"A Coruña";27/06/2023;;
"1";"DOP";"144";"Arzùa-Ulloa";"PDO-ES-0497";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"27";"Lugo";27/06/2023;;
"1";"DOP";"144";"Arzùa-Ulloa";"PDO-ES-0497";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"36";"Pontevedra";27/06/2023;;
"1";"DOP";"145";"Cebreiro";"PDO-ES-0443";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"27";"Lugo";27/06/2023;;
"1";"DOP";"146";"Queso Tetilla / Queixo Tetilla";"PDO-ES-0088";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"15";"A Coruña";27/06/2023;;
"1";"DOP";"146";"Queso Tetilla / Queixo Tetilla";"PDO-ES-0088";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"27";"Lugo";27/06/2023;;
"1";"DOP";"146";"Queso Tetilla / Queixo Tetilla";"PDO-ES-0088";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"32";"Ourense";27/06/2023;;
"1";"DOP";"146";"Queso Tetilla / Queixo Tetilla";"PDO-ES-0088";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"36";"Pontevedra";27/06/2023;;
"1";"DOP";"147";"San Simón da Costa";"PDO-ES-0359";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"11";"Comunidad Autónoma de Galicia";"Galicia";"11";"Galicia";"27";"Lugo";27/06/2023;;
"1";"DOP";"148";"Aceite de la Rioja";"PDO-ES-0312";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"16";"Comunidad Autónoma de La Rioja";"La Rioja";"17";"La Rioja";"26";"La Rioja";27/06/2023;;
"1";"DOP";"152";"Peras de Rincón de Soto";"PDO-ES-0251";"1";"Alimentarios";"6";"CLASE 1.6. FRUTAS, HORTALIZAS Y CEREALES FRESCOS O TRANSFORMADOS";"13";"1.6 Frutas";"16";"Comunidad Autónoma de La Rioja";"La Rioja";"17";"La Rioja";"26";"La Rioja";27/06/2023;;
"1";"DOP";"153";"Queso Camerano";"PDO-ES-0767";"1";"Alimentarios";"3";"CLASE 1.3. QUESOS";"9";"1.3 Quesos";"16";"Comunidad Autónoma de La Rioja";"La Rioja";"17";"La Rioja";"26";"La Rioja";27/06/2023;;
"1";"DOP";"155";"Aceite Campo de Montiel";"PDO-ES-0590";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"13";"Ciudad Real";27/06/2023;;
"1";"DOP";"156";"Aceite Campo de Calatrava";"PDO-ES-0642";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"13";"Ciudad Real";27/06/2023;;
"1";"DOP";"157";"Aceite de La Alcarria";"PDO-ES-0562";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"16";"Cuenca";27/06/2023;;
"1";"DOP";"157";"Aceite de La Alcarria";"PDO-ES-0562";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"19";"Guadalajara";27/06/2023;;
"1";"DOP";"158";"Montes de Toledo";"PDO-ES-0083";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"13";"Ciudad Real";27/06/2023;;
"1";"DOP";"158";"Montes de Toledo";"PDO-ES-0083";"1";"Alimentarios";"5";"CLASE 1.5. ACEITES Y GRASAS";"11";"1.5 Aceites  de Oliva Virgen";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"45";"Toledo";27/06/2023;;
"1";"DOP";"160";"Azafrán de la Mancha";"PDO-ES-0112";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"22";"1.8 Especias";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"02";"Albacete";27/06/2023;;
"1";"DOP";"160";"Azafrán de la Mancha";"PDO-ES-0112";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"22";"1.8 Especias";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"13";"Ciudad Real";27/06/2023;;
"1";"DOP";"160";"Azafrán de la Mancha";"PDO-ES-0112";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"22";"1.8 Especias";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"16";"Cuenca";27/06/2023;;
"1";"DOP";"160";"Azafrán de la Mancha";"PDO-ES-0112";"1";"Alimentarios";"8";"CLASE 1.8. OTROS PRODUCTOS DEL ANEXO I DEL TRATADO";"22";"1.8 Especias";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"45";"Toledo";27/06/2023;;
"1";"DOP";"164";"Miel de La Alcarria";"PDO-ES-0079";"1";"Alimentarios";"4";"CLASE 1.4. OTROS PRODUCTOS DE ORIGEN ANIMAL";"10";"1.4 Miel";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"16";"Cuenca";27/06/2023;;
"1";"DOP";"164";"Miel de La Alcarria";"PDO-ES-0079";"1";"Alimentarios";"4";"CLASE 1.4. OTROS PRODUCTOS DE ORIGEN ANIMAL";"10";"1.4 Miel";"07";"Comunidad Autónoma de Castilla-La Mancha";"Castilla - La Mancha";"6";"Castilla - La Mancha";"19";"Guadalajara";27/06/2023;;
